JKT,JKM,GRS,LT,LB,Category
4,3,1,413,400,2
3,2,2,100,108,0
3,1,1,84,110,0
3,2,1,108,100,0
4,4,1,102,200,1
3,2,1,108,100,1
4,2,1,102,200,1
3,3,1,81,92,0
2,1,1,63,70,0
3,3,1,99,90,0
7,2,1,152,300,0
2,1,1,87,42,0
2,1,1,86,40,0
3,2,1,100,90,0
4,3,1,140,240,1
3,2,0,108,100,1
4,2,1,102,200,1
3,2,1,92,82,0
3,2,1,91,81,0
4,3,2,126,240,1
2,2,1,70,86,0
2,2,1,88,70,0
2,1,1,80,42,0
5,3,1,102,100,1
5,3,1,102,70,1
3,2,1,108,100,0
3,2,1,102,180,1
2,1,1,60,45,0
3,2,0,143,130,0
5,3,0,212,170,1
2,1,0,60,36,0
2,1,0,61,36,0
2,1,0,68,36,0
2,1,0,70,36,0
2,1,0,86,40,0
3,2,1,77,164,0
2,1,0,87,42,0
3,2,0,91,81,0
3,2,0,92,82,0
3,2,0,95,66,0
3,2,0,96,67,0
3,2,0,101,66,0
3,2,0,95,66,0
3,2,0,96,65,0
2,2,2,195,270,1
2,1,1,98,80,0
4,3,1,162,120,0
5,3,1,162,120,1
2,1,0,60,45,0
3,2,1,78,120,0
2,1,1,60,50,0
3,2,2,155,170,1
3,2,1,100,90,0
3,2,1,108,100,1
2,1,1,77,46,0
3,2,1,115,66,0
3,2,1,101,66,0
3,2,1,151,110,0
4,2,1,102,200,1
4,2,1,85,84,0
3,1,1,79,68,0
2,1,1,84,90,0
3,2,1,60,45,0
7,2,0,560,250,1
2,2,0,87,70,0
3,2,0,102,65,0
3,2,0,115,66,0
3,2,0,104,66,0
2,2,1,63,90,0
6,3,0,201,420,1
7,5,2,450,300,2
2,2,1,84,70,0
3,3,1,102,150,0
4,3,1,192,200,1
4,3,1,102,180,1
2,1,1,60,40,0
3,2,1,108,100,0
3,2,1,108,100,1
2,1,1,60,45,0
3,2,1,60,50,0
2,1,1,78,60,0
6,4,0,87,240,0
2,1,1,70,36,0
2,1,1,61,36,0
2,1,1,60,36,0
4,2,1,85,84,0
2,1,1,68,58,0
4,2,1,126,126,0
3,2,2,79,68,0
5,2,1,120,183,1
2,1,1,86,40,0
7,3,0,230,200,1
2,2,1,72,45,0
2,2,1,48,46,0
2,1,1,105,70,0
3,2,1,60,45,0
3,2,1,96,66,0
3,1,1,103,80,0
3,2,1,96,65,0
4,2,0,144,144,1
3,2,1,99,80,0
4,1,2,105,250,1
3,1,1,90,54,0
6,5,2,201,450,1
2,1,1,102,90,0
3,2,1,95,65,0
2,1,1,60,40,0
4,2,2,126,126,1
4,2,1,126,126,1
2,1,1,126,90,1
4,2,1,150,200,1
3,2,1,144,120,0
4,5,2,233,280,1
3,2,1,99,100,0
3,2,0,121,100,0
4,3,1,123,100,1
7,2,0,163,200,1
2,1,1,77,50,0
2,1,1,75,40,0
3,2,1,135,158,0
2,2,0,108,216,0
5,3,1,136,200,1
3,3,0,72,164,0
3,2,1,150,187,1
4,2,0,112,120,1
4,3,2,150,165,2
2,1,1,78,45,0
2,2,1,122,80,1
3,3,1,144,130,1
3,2,1,105,120,1
8,3,0,280,180,1
7,3,1,210,372,1
4,2,1,135,135,0
3,3,1,187,200,1
4,2,1,200,100,1
2,1,1,84,54,0
2,1,1,157,68,1
4,3,0,115,140,1
2,1,1,105,73,0
3,2,0,94,90,1
2,1,0,60,50,0
3,2,1,144,220,1
1,1,1,54,24,0
2,2,1,112,100,0
3,2,2,219,100,1
2,1,1,72,65,0
4,6,1,162,250,1
3,1,1,78,68,0
3,2,1,84,105,1
6,5,2,300,500,1
6,3,1,98,106,1
2,1,0,75,70,0
3,3,0,125,72,0
2,1,1,78,42,0
3,2,1,166,148,1
6,4,1,238,416,1
3,2,4,280,500,1
4,4,0,204,182,1
3,2,0,90,100,0
3,4,1,141,100,0
4,3,0,180,150,1
3,2,0,84,82,1
3,2,1,168,140,1
2,2,1,60,80,0
2,1,0,78,42,0
2,1,1,99,60,0
2,1,1,78,50,0
2,1,1,78,50,0
3,3,0,60,128,1
2,2,2,112,48,1
2,2,3,112,48,1
2,1,1,84,45,0
2,1,1,66,100,0
2,1,1,110,77,0
2,1,1,72,42,0
2,1,0,96,60,0
2,1,1,96,60,0
2,1,1,78,50,0
3,3,1,144,90,0
2,1,1,99,60,0
2,1,1,78,48,0
3,2,1,105,70,0
3,1,1,84,50,0
3,2,1,90,60,0
2,1,1,72,42,0
7,2,1,163,200,1
2,1,1,97,50,0
2,1,1,78,42,0
4,2,1,97,130,0
2,1,0,115,50,0
2,1,1,90,60,0
3,2,1,157,68,1
2,2,1,126,100,0
3,2,2,107,97,1
2,1,1,78,45,0
3,2,1,115,103,1
2,2,1,60,50,0
3,1,2,104,90,0
3,2,2,69,90,0
2,1,0,72,50,0
2,3,1,140,240,1
1,1,0,350,225,2
2,1,0,78,45,0
4,4,2,108,200,1
2,1,0,99,60,0
3,2,2,105,120,1
3,2,1,100,80,0
3,2,1,198,150,1
4,2,0,150,140,1
6,4,0,144,250,1
2,2,0,121,100,0
4,2,1,120,190,0
3,2,1,84,110,1
4,3,2,164,154,1
3,2,1,276,105,1
3,2,1,130,100,1
4,3,1,156,96,1
3,2,1,144,131,1
2,2,1,105,77,1
3,3,1,66,54,1
1,1,0,78,45,1
4,4,1,118,170,1
2,1,0,98,48,0
6,4,1,144,250,1
7,6,2,571,334,2
4,3,2,150,220,1
2,1,1,78,45,0
5,4,2,144,250,1
5,2,1,120,220,1
5,2,1,120,220,1
2,1,0,108,52,1
2,1,1,143,96,1
5,4,1,306,160,1
3,2,1,84,129,0
4,2,2,127,126,1
2,1,1,72,42,0
8,3,2,200,182,1
3,3,1,108,115,1
4,4,1,108,200,1
4,6,1,162,152,1
3,2,0,80,120,0
3,2,1,112,100,0
3,2,0,126,130,0
2,1,0,115,53,0
3,1,0,100,75,0
2,1,1,78,45,0
2,2,1,126,100,0
2,2,0,105,105,0
2,2,1,144,110,1
3,2,1,85,65,0
2,1,0,78,45,0
3,2,1,156,135,1
5,3,1,168,150,1
2,1,1,156,100,0
5,4,1,188,330,1
6,4,1,250,200,1
3,3,1,143,110,0
5,2,2,286,250,1
3,1,2,166,120,1
4,1,2,214,100,1
6,3,2,200,188,1
5,3,0,140,200,1
4,3,0,290,560,1
3,2,0,380,200,1
2,2,1,60,85,0
6,4,1,252,500,1
2,2,1,144,96,1
3,3,1,241,200,1
3,2,2,165,120,1
3,2,2,104,80,0
4,3,1,200,200,1
3,2,1,200,380,1
3,3,1,198,350,1
4,3,1,225,225,2
4,2,1,84,150,0
3,2,2,133,100,1
6,3,1,144,228,1
8,6,0,445,120,1
3,1,1,65,65,0
4,3,2,127,200,1
2,1,1,81,70,0
3,2,0,60,50,0
2,1,0,60,30,0
3,2,1,200,100,1
3,2,0,121,155,0
2,1,1,115,53,0
5,3,1,135,135,0
3,2,2,92,90,1
4,4,2,108,216,1
4,4,1,108,216,1
4,2,1,100,130,0
5,4,1,238,416,1
3,2,0,99,100,0
6,5,0,255,200,1
3,3,0,125,140,1
4,3,2,420,550,2
5,3,2,463,375,2
2,1,0,96,80,1
4,3,1,162,200,1
4,4,1,120,200,1
4,3,0,160,240,1
7,4,1,129,200,1
3,3,2,114,123,1
4,4,2,326,400,2
5,3,1,145,210,1
3,2,1,145,120,1
4,4,1,306,400,2
5,5,0,216,500,2
3,2,1,220,150,1
4,3,2,201,250,1
3,3,2,140,168,1
3,2,1,103,135,1
3,2,3,136,180,1
3,3,2,117,146,1
4,2,0,189,160,1
4,3,1,149,100,1
5,3,1,130,180,1
4,3,1,160,160,1
4,2,1,193,150,1
3,3,1,134,122,1
3,3,0,105,95,1
3,2,0,105,95,1
4,3,1,220,350,2
3,2,0,170,100,1
3,2,2,140,168,1
5,3,0,200,300,2
6,3,2,419,325,2
4,1,2,266,116,2
5,2,1,99,136,1
5,4,4,407,400,2
2,2,0,120,120,1
5,3,1,279,325,2
4,4,2,200,220,1
5,3,2,463,375,2
5,5,2,540,500,2
4,2,1,140,200,1
4,4,0,249,325,2
4,2,0,499,268,2
4,4,2,225,400,2
4,3,3,232,300,2
4,2,2,394,300,2
4,4,1,86,160,1
6,3,0,348,192,2
7,4,0,375,375,2
3,2,2,147,145,1
7,4,2,375,375,2
4,3,2,107,160,1
3,2,1,94,130,1
5,3,1,147,170,1
3,2,2,140,125,1
5,3,1,257,257,2
4,3,2,441,550,2
3,2,0,85,85,0
4,3,2,488,400,2
4,2,0,289,200,2
4,5,0,200,140,1
5,3,3,321,210,2
5,3,3,202,220,1
3,2,2,150,160,1
7,4,1,330,500,2
3,2,0,120,100,1
2,2,1,130,145,1
5,3,2,463,500,2
6,5,2,120,250,1
5,5,1,277,400,2
6,3,3,202,220,1
3,2,0,140,120,1
2,2,1,210,150,1
4,3,0,100,136,1
4,3,1,201,250,1
5,3,1,242,270,2
5,5,0,170,120,1
5,4,0,129,210,1
3,2,0,189,160,1
5,3,1,140,200,1
3,2,2,148,87,1
3,2,1,130,110,1
3,2,0,102,130,1
4,4,1,249,325,2
2,2,1,130,145,1
4,3,0,149,225,1
6,6,1,128,200,1
5,4,2,204,400,2
4,2,1,200,300,2
7,1,0,224,180,1
4,4,0,215,280,1
2,1,0,160,140,1
6,3,3,348,192,2
4,2,1,126,120,1
3,2,0,240,130,1
3,3,2,126,140,1
4,4,0,110,170,1
3,2,0,103,135,1
2,1,1,52,100,0
3,3,0,120,202,1
3,2,1,175,140,1
4,4,0,106,160,1
3,2,0,86,80,0
2,1,1,160,140,1
1,2,2,150,200,2
8,3,0,289,160,2
4,3,1,160,160,1
3,2,4,221,200,1
3,1,1,114,90,1
2,1,1,145,124,1
3,3,1,123,170,1
5,4,1,488,400,2
3,2,2,197,160,2
4,2,2,255,258,2
4,3,1,308,243,2
3,3,2,301,236,2
6,3,3,150,250,2
3,2,0,63,63,0
2,2,2,120,120,1
7,3,0,162,220,1
4,2,0,175,104,1
4,3,0,197,150,1
1,2,0,244,251,1
5,3,2,463,375,2
4,3,2,149,220,1
3,3,1,175,150,1
4,3,1,180,200,1
3,2,1,120,100,1
5,3,0,127,200,1
4,4,1,110,170,1
5,3,1,257,188,2
6,3,1,217,314,2
4,2,1,257,300,1
4,3,1,175,175,1
7,6,2,330,300,2
4,3,0,150,240,1
3,2,1,105,95,1
4,4,2,197,250,2
6,3,0,266,200,2
5,3,2,463,375,2
3,2,0,200,140,2
6,3,8,266,200,2
3,2,2,110,180,1
3,2,0,140,130,0
6,4,0,204,350,2
3,3,2,142,220,1
3,3,2,156,250,1
2,2,1,120,120,1
4,4,2,107,160,1
3,5,5,357,550,2
5,2,1,204,350,2
3,1,0,120,100,1
2,2,0,200,100,1
7,3,1,312,200,2
4,4,2,112,160,1
4,2,1,190,380,2
2,1,1,117,104,0
3,2,0,70,100,0
3,2,1,103,130,1
3,3,1,103,135,1
3,2,1,189,160,1
2,1,0,98,80,0
4,5,0,140,200,1
4,5,2,140,200,1
2,2,2,124,100,1
2,2,1,105,95,1
5,1,0,120,90,1
5,5,3,216,450,2
3,3,1,120,202,1
4,4,2,117,146,1
2,1,1,65,45,0
5,3,0,202,220,1
3,2,2,118,147,1
3,2,1,140,148,1
4,3,0,441,550,2
3,2,2,108,120,1
4,3,3,375,200,2
7,5,2,223,300,1
2,2,2,246,330,2
4,5,1,336,400,2
7,3,2,435,350,2
3,2,0,140,200,0
3,3,2,368,200,2
7,3,1,210,160,1
4,3,1,134,140,1
4,3,4,163,210,2
5,3,1,132,144,1
3,2,0,76,250,1
3,2,0,56,100,0
5,1,0,100,120,0
4,3,1,246,140,1
7,5,2,286,350,2
3,2,2,411,300,2
4,3,1,252,210,2
4,3,2,200,250,2
4,3,1,250,380,0
3,1,1,411,300,2
4,3,2,327,460,2
3,2,0,97,140,1
3,3,2,274,250,2
4,3,1,78,100,1
5,4,1,181,207,2
3,3,0,165,180,1
6,2,2,183,180,1
1,1,1,42,40,0
2,2,2,54,60,0
2,1,2,60,60,0
7,3,1,210,160,1
5,2,2,428,300,2
6,2,2,428,350,2
4,3,1,120,145,1
3,1,1,61,61,0
3,3,0,100,175,1
6,4,2,426,210,2
2,2,0,45,45,0
2,2,2,61,61,0
6,4,3,621,400,2
4,4,0,104,60,1
4,3,1,288,250,2
3,2,0,220,120,2
4,3,1,135,180,1
3,3,1,165,200,1
4,2,3,435,350,2
4,5,1,237,203,2
3,2,0,107,135,1
4,4,1,247,450,2
2,1,0,31,93,0
4,2,1,145,180,1
3,3,2,80,100,1
1,1,0,35,35,0
4,4,1,230,210,1
4,3,0,78,100,0
3,2,1,105,145,1
3,3,2,325,295,2
2,2,1,59,61,0
8,3,2,210,185,2
4,3,1,255,275,2
4,3,1,269,300,2
2,1,0,142,90,0
3,1,1,70,45,0
6,4,0,42,140,0
3,1,0,100,165,1
4,3,3,328,250,2
4,3,2,246,330,2
5,3,1,95,150,1
4,3,2,135,180,1
4,3,0,246,330,2
5,3,1,291,150,2
3,3,2,277,325,2
3,2,2,119,130,1
3,2,0,135,150,1
2,2,2,60,60,0
5,4,4,440,420,2
5,5,6,398,200,2
3,2,1,135,150,1
4,4,5,325,450,2
4,1,1,100,165,1
7,2,0,49,145,0
5,4,0,37,60,0
3,3,0,165,180,1
3,3,1,160,200,2
4,4,0,300,500,2
4,4,2,250,350,2
3,2,1,84,110,1
6,2,2,428,350,2
3,3,0,157,180,2
3,3,0,195,320,2
3,2,1,98,80,1
3,3,2,124,140,1
3,3,2,115,130,1
3,3,2,182,235,2
4,1,2,210,160,1
5,3,1,250,250,2
6,4,4,335,510,2
3,3,0,80,180,1
4,2,2,475,280,2
5,3,2,98,145,1
5,2,0,85,150,1
5,7,4,498,300,2
3,2,2,119,130,1
4,2,3,520,250,2
4,3,2,595,310,2
3,2,0,105,118,1
3,2,1,85,115,1
6,3,1,118,250,1
4,5,1,126,100,1
5,6,2,498,300,2
5,4,1,89,193,1
4,4,2,250,350,2
2,1,1,33,66,0
3,3,1,225,300,2
6,3,4,400,450,2
2,1,1,60,36,0
4,4,2,151,200,1
3,3,2,80,80,0
3,3,2,124,140,1
3,3,2,112,120,1
3,3,1,505,144,2
5,3,0,203,280,2
3,6,2,372,150,2
4,4,0,104,190,1
4,3,5,595,310,2
3,2,1,219,150,1
4,4,0,250,350,2
4,2,2,435,350,2
6,4,2,400,350,2
4,4,0,416,386,2
3,2,1,302,150,2
4,3,1,250,250,2
4,3,2,372,200,2
3,2,1,151,193,1
2,3,1,152,100,1
5,3,2,419,420,2
5,3,1,201,300,1
4,3,1,128,118,1
4,2,2,520,250,2
4,4,2,230,400,2
5,3,2,401,150,1
3,3,1,99,122,1
6,5,0,575,250,2
3,1,0,97,80,1
2,2,0,90,105,1
4,4,1,160,150,1
3,1,0,178,45,0
1,1,0,336,127,1
2,2,0,96,80,1
5,3,1,515,472,2
4,4,2,550,350,2
2,2,0,81,183,1
5,5,2,405,400,2
3,2,0,190,220,2
4,4,2,366,410,2
5,3,2,340,250,2
5,3,0,500,400,2
4,4,2,300,500,2
5,3,0,401,150,1
3,2,1,98,140,1
3,3,0,227,320,2
4,4,1,194,280,2
3,3,3,511,150,2
5,4,0,616,240,2
4,3,1,215,250,1
4,3,0,150,401,2
6,5,2,336,340,2
4,4,2,250,350,2
8,4,2,572,472,2
6,3,0,108,190,1
3,2,1,415,300,2
7,4,0,605,500,2
5,4,2,621,400,2
5,3,0,400,300,2
6,3,1,168,170,1
7,2,3,421,250,2
4,3,2,203,302,2
5,4,4,203,302,2
3,2,0,115,140,1
5,4,0,372,162,1
5,4,0,413,300,2
5,5,3,275,400,2
5,4,4,500,500,2
4,4,0,460,300,1
5,3,1,233,200,1
4,3,1,300,250,2
3,3,1,251,145,1
5,6,4,498,300,2
3,1,0,56,112,0
3,2,1,100,80,0
3,3,0,380,220,2
4,2,0,285,300,2
3,2,0,151,193,1
5,3,6,600,350,2
4,3,2,159,263,1
3,3,2,120,200,1
3,3,2,121,157,1
2,2,0,187,170,1
5,3,2,98,147,1
3,4,2,324,250,2
2,2,0,72,65,0
4,3,1,361,245,1
6,2,0,146,120,2
2,1,1,140,75,1
4,3,0,240,200,2
4,3,0,286,200,2
3,3,1,105,140,1
4,4,2,227,320,2
5,4,0,268,300,1
3,2,1,140,170,1
5,4,0,621,400,2
5,4,2,490,300,2
5,3,0,300,250,2
7,5,0,333,275,2
5,3,1,95,150,1
4,3,0,99,180,1
3,2,1,225,138,1
3,3,0,182,250,2
5,3,1,252,250,2
5,3,2,361,230,1
5,3,4,402,450,2
3,3,1,128,150,1
3,2,3,256,212,2
3,1,1,238,178,2
7,5,1,226,382,2
4,2,5,413,360,2
3,2,0,312,125,2
4,4,2,157,210,1
6,2,0,215,150,2
3,3,0,312,125,2
6,6,2,334,450,2
3,1,0,280,250,2
3,3,1,187,185,1
4,3,2,205,180,2
6,2,3,215,150,2
6,3,3,212,150,2
6,3,0,215,150,2
5,5,0,170,300,1
4,4,0,153,167,1
6,3,0,212,150,2
3,3,1,220,150,2
4,3,3,312,125,2
6,3,3,212,150,2
3,1,1,148,140,2
2,1,0,213,110,2
3,2,0,238,200,2
3,1,0,280,250,2
3,1,0,187,155,0
6,5,2,252,450,2
6,3,2,212,150,2
3,2,0,312,125,2
3,2,3,252,200,1
4,3,0,84,180,1
4,3,0,42,126,0
5,3,3,252,450,2
3,1,2,300,150,2
8,4,0,104,130,2
8,2,0,176,276,2
4,2,0,178,230,1
4,2,1,128,96,0
2,1,1,72,45,0
2,2,2,223,100,0
3,1,1,75,80,0
2,1,1,60,24,0
4,3,0,435,283,2
3,2,0,60,120,0
5,3,1,145,200,1
2,1,1,80,54,0
3,2,5,245,103,1
2,1,1,94,70,0
5,3,1,138,100,0
3,2,2,116,116,1
2,1,1,60,40,0
3,2,1,58,50,0
1,1,1,60,45,0
6,3,1,192,300,1
2,1,1,84,54,0
5,3,2,140,130,0
3,2,1,145,100,1
2,2,1,75,70,0
3,1,1,84,65,0
3,2,1,100,48,0
3,2,4,420,150,1
3,2,1,149,100,0
1,1,1,60,45,0
6,5,1,192,300,1
3,1,0,140,82,0
2,1,0,60,40,0
3,1,1,220,86,0
3,1,1,90,90,0
4,2,1,242,140,0
2,1,1,72,45,0
3,1,1,70,82,0
2,2,1,96,72,0
2,1,1,72,45,0
2,1,1,101,36,0
2,2,2,215,150,0
2,2,1,189,60,0
4,3,2,144,250,1
6,2,1,132,123,1
2,1,1,99,49,0
3,2,1,86,146,0
2,1,0,72,45,0
2,1,1,36,60,0
2,1,1,93,80,0
3,1,1,220,86,0
2,1,1,72,45,0
4,3,2,133,140,1
2,2,1,48,50,0
4,2,1,133,200,0
3,2,1,83,98,0
5,3,1,138,100,0
2,1,1,154,90,0
4,2,1,150,200,1
2,1,0,112,48,0
2,1,1,86,55,0
2,2,1,87,100,0
2,1,1,98,80,0
4,3,2,132,160,0
3,2,2,155,170,1
3,2,1,125,96,1
3,2,3,201,170,1
3,2,1,70,50,0
2,1,0,119,45,0
4,3,1,140,230,1
2,1,1,66,50,0
2,1,1,80,60,0
7,4,1,281,300,1
2,1,1,140,45,0
2,1,1,96,55,0
4,2,2,165,192,1
3,3,0,140,101,1
2,1,0,154,60,0
3,2,1,64,60,0
2,1,0,154,80,0
4,3,0,138,138,1
6,2,1,200,360,1
4,3,0,133,140,1
3,2,1,82,55,0
2,1,1,66,60,0
4,3,2,435,283,1
2,2,1,60,70,0
2,1,1,72,45,0
2,2,2,125,100,0
7,4,2,358,176,1
2,1,1,85,45,0
2,1,1,100,70,0
2,1,1,120,55,0
5,3,3,265,250,1
2,1,1,65,40,0
2,1,0,120,90,0
6,6,5,481,380,2
2,1,1,78,58,0
5,2,2,157,120,1
2,1,1,69,40,0
3,1,1,70,100,0
2,1,1,70,50,0
2,1,1,128,83,0
5,2,1,245,300,2
2,1,1,60,45,0
2,1,1,62,45,0
2,1,1,120,90,0
2,1,1,60,36,0
4,2,0,185,200,1
5,3,0,160,140,1
2,1,1,60,42,0
2,1,1,60,36,0
4,2,1,160,112,1
2,1,1,64,52,0
3,1,0,74,50,0
3,2,1,57,50,0
3,2,1,114,70,0
2,2,0,145,100,1
2,2,1,154,60,0
2,1,0,84,45,0
2,1,1,145,100,1
4,3,0,157,192,1
6,3,0,235,105,1
2,2,1,70,50,0
2,1,0,100,36,0
5,3,3,415,183,1
3,2,5,600,150,1
2,1,0,72,52,0
3,2,1,63,60,0
4,3,1,187,200,0
2,1,1,60,42,0
6,2,1,246,200,1
3,3,0,192,90,1
2,1,1,76,42,0
3,1,2,150,120,1
2,2,1,105,45,0
3,2,2,125,90,1
2,2,0,70,110,0
3,3,2,192,150,1
3,2,1,315,150,1
3,2,0,145,100,1
2,1,2,160,85,0
4,3,1,117,140,1
3,3,3,440,200,1
2,1,1,72,50,0
4,2,1,107,200,0
4,2,0,123,110,0
3,1,0,80,128,0
2,1,1,72,40,0
3,4,3,300,280,1
3,1,0,119,100,0
3,1,1,108,70,0
2,1,1,62,36,0
2,2,1,44,112,0
6,3,8,473,250,2
2,2,0,48,50,0
2,1,1,86,45,0
3,2,1,58,50,0
2,1,1,65,45,0
3,1,1,72,50,0
2,1,1,72,45,0
2,2,0,72,100,0
6,2,2,154,120,1
1,1,1,62,26,0
2,2,0,90,84,0
3,3,2,140,101,1
2,1,1,72,40,0
2,1,1,77,54,0
3,2,1,85,120,0
2,1,0,78,54,0
3,3,0,270,350,2
6,4,2,180,250,1
4,3,0,120,200,0
4,4,2,170,400,2
2,1,1,102,51,0
6,7,1,294,350,2
4,3,0,160,140,1
4,3,1,121,200,0
3,4,0,303,326,2
5,3,3,281,150,2
3,2,1,124,160,1
3,2,0,215,170,1
7,6,2,282,550,2
3,3,0,90,130,1
4,2,0,160,230,1
3,1,0,123,85,1
3,3,2,105,130,1
3,3,0,100,218,1
2,2,1,96,130,1
4,2,1,125,130,1
4,3,2,180,150,1
5,3,3,375,290,2
3,2,1,160,140,1
3,2,0,105,80,1
6,3,2,375,290,2
2,3,1,180,135,1
2,3,0,180,135,1
3,2,2,180,180,1
3,3,0,135,119,1
3,2,0,83,140,1
3,3,1,132,250,1
3,2,1,200,260,1
6,3,0,407,210,2
2,1,2,220,220,2
7,3,0,225,250,1
5,4,0,319,400,2
7,2,2,212,150,1
7,4,1,321,482,1
3,2,0,160,140,1
3,3,0,205,180,1
4,3,0,211,200,1
6,3,3,375,287,2
5,4,0,300,375,2
3,2,0,300,100,1
4,2,1,180,200,1
4,2,0,132,200,1
4,2,1,407,210,2
4,3,0,120,200,1
2,1,1,72,40,0
3,1,1,407,250,2
3,3,0,242,400,2
2,2,0,144,180,1
4,3,1,180,300,2
4,3,1,191,170,1
4,2,2,124,224,1
5,3,3,375,290,2
4,3,2,170,250,1
4,3,1,170,300,1
5,3,2,220,285,2
6,4,2,220,280,2
4,2,0,148,200,1
4,4,0,200,240,1
3,2,0,160,140,1
4,4,0,140,230,1
4,3,0,252,500,2
3,2,2,160,200,1
4,3,0,100,80,0
4,2,0,253,150,1
4,5,1,483,204,2
3,2,0,144,220,2
3,2,2,220,170,1
4,3,1,120,200,0
2,1,1,91,48,1
3,2,0,87,150,1
3,3,4,450,303,1
3,2,1,150,135,1
5,4,1,250,270,1
2,2,0,136,98,1
7,4,2,282,425,2
4,3,0,180,100,1
3,2,0,150,280,0
3,3,0,90,130,0
4,3,0,102,160,1
4,4,1,250,330,1
4,4,0,96,170,1
3,1,1,132,100,1
7,7,1,220,500,2
4,4,1,180,200,1
4,1,0,221,320,1
3,2,1,180,120,1
2,2,3,184,150,1
5,3,1,375,287,2
4,3,0,150,110,1
2,1,0,177,140,1
4,2,0,289,400,2
3,2,2,223,100,1
3,2,1,162,176,1
4,2,2,162,176,1
3,3,0,180,135,1
4,2,0,182,150,1
3,2,1,275,180,1
3,2,0,154,70,1
3,2,5,154,70,1
8,4,8,550,230,2
3,3,1,270,350,2
3,3,2,135,119,1
4,3,0,180,150,1
4,4,2,125,140,1
6,4,1,318,400,2
3,2,2,223,100,1
4,3,2,180,225,1
3,2,0,180,150,1
2,2,0,154,70,1
2,1,0,102,70,0
5,3,1,180,180,1
4,3,1,200,150,1
2,1,1,40,30,0
3,2,0,42,120,0
5,4,2,407,210,2
3,2,2,200,260,1
3,4,3,246,312,2
2,3,1,90,145,1
4,4,1,180,250,1
3,2,0,140,100,1
5,4,1,300,375,2
3,2,4,421,165,1
3,2,0,184,150,1
4,2,2,140,70,0
3,2,0,160,150,1
5,4,2,157,258,1
3,3,0,121,120,1
6,7,2,294,350,2
5,5,1,180,200,1
4,2,0,148,200,1
4,1,1,156,100,1
3,2,2,92,90,1
4,3,1,160,250,1
4,1,2,160,160,1
3,3,1,202,300,2
2,2,1,177,121,1
5,3,3,375,290,2
3,2,1,160,140,1
3,2,2,184,150,1
4,3,2,300,280,2
8,4,1,321,482,1
4,2,0,180,200,1
3,3,2,220,150,2
3,3,0,180,160,1
3,2,1,129,220,1
4,2,1,143,80,1
4,3,1,130,218,1
4,3,1,120,200,1
3,1,2,132,100,1
3,2,0,54,180,1
7,4,3,300,300,2
4,2,0,113,116,1
2,2,0,105,80,1
3,1,0,144,100,0
2,2,0,77,76,1
2,2,0,92,90,1
3,2,0,95,95,1
3,2,0,101,109,1
6,4,0,182,145,1
3,3,2,280,320,2
3,2,0,140,80,1
4,4,3,250,300,2
3,2,2,160,140,1
3,3,0,115,265,2
2,1,1,269,227,1
3,4,1,303,326,2
4,4,1,262,210,1
3,3,1,200,180,1
3,1,0,110,140,1
3,1,0,146,120,1
3,2,0,303,326,2
4,2,1,160,120,1
5,2,1,192,280,1
3,2,1,160,120,1
5,2,1,154,200,1
4,3,1,140,200,1
2,2,0,180,100,1
3,2,0,217,150,1
5,3,1,203,190,2
4,3,0,180,150,1
4,3,4,289,210,2
4,4,1,180,200,1
3,2,1,297,200,1
7,3,4,330,400,2
3,2,1,287,150,1
4,3,0,180,160,1
3,1,1,287,120,1
2,1,1,105,85,1
4,6,6,373,240,2
2,2,1,154,130,1
3,2,1,600,400,2
4,2,2,173,340,1
2,2,0,115,210,1
3,2,1,180,200,1
4,2,0,91,120,0
3,2,0,215,170,1
3,1,2,220,180,2
5,4,2,218,260,1
2,2,0,98,140,1
2,2,0,180,90,1
3,2,1,100,218,1
4,2,3,211,200,1
4,3,0,160,140,1
4,2,0,113,250,1
2,1,0,102,70,1
3,2,4,154,70,1
3,3,1,242,400,2
4,3,0,121,200,0
2,2,2,140,80,1
7,5,2,420,300,2
4,2,1,113,116,1
4,4,0,170,400,2
3,1,1,180,120,1
3,2,1,128,111,0
3,2,0,110,90,0
6,3,3,375,290,2
5,3,3,375,290,2
4,2,0,200,180,1
2,2,0,72,65,0
2,1,0,70,51,0
2,1,1,72,45,0
3,2,0,140,130,0
3,1,1,84,50,0
2,1,2,90,50,0
2,1,1,60,45,0
2,2,0,72,100,0
2,1,0,42,40,0
3,1,0,157,109,0
3,1,0,178,45,0
4,1,2,125,80,0
2,2,0,54,41,0
1,1,1,60,22,0
2,1,1,72,45,0
2,1,1,98,68,0
3,2,1,55,56,0
2,1,0,72,52,0
3,2,0,96,67,0
2,1,0,78,45,0
3,2,1,64,60,0
3,2,2,100,50,0
2,1,0,40,39,0
3,3,0,97,135,0
3,2,0,78,180,0
3,2,1,74,84,0
1,1,1,60,36,0
3,1,1,65,65,0
4,2,1,144,165,0
4,2,0,84,180,0
3,2,0,115,66,0
1,2,2,68,50,0
3,2,0,95,66,0
2,2,1,69,65,0
3,2,0,95,66,0
2,1,1,60,30,0
2,2,0,84,60,0
3,1,1,70,82,0
3,2,0,100,100,0
4,3,0,140,100,0
5,2,1,159,226,0
2,2,1,94,60,0
2,1,0,55,40,0
2,1,1,81,45,0
2,1,1,78,45,0
